row_id,probe,video_id,question_id,mask_level_pct,confidence_bin,confidence,model_key,model_name,uncertainty_correct
28,II-A,mask_000_v_01,mask_000_q_01_07,0,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
29,II-A,mask_000_v_01,mask_000_q_01_08,0,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
30,II-A,mask_000_v_01,mask_000_q_01_09,0,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
31,II-A,mask_000_v_01,mask_000_q_01_10,0,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
32,II-A,mask_000_v_01,mask_000_q_01_11,0,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
33,II-A,mask_000_v_01,mask_000_q_01_12,0,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
34,II-A,mask_000_v_01,mask_000_q_01_13,0,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
35,II-A,mask_000_v_01,mask_000_q_01_14,0,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
36,II-A,mask_000_v_01,mask_000_q_01_15,0,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
37,II-A,mask_000_v_01,mask_000_q_01_16,0,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
38,II-A,mask_000_v_01,mask_000_q_01_17,0,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
39,II-A,mask_000_v_01,mask_000_q_01_18,0,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
40,II-A,mask_000_v_01,mask_000_q_01_19,0,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
41,II-A,mask_000_v_02,mask_000_q_02_00,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
42,II-A,mask_000_v_02,mask_000_q_02_01,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
43,II-A,mask_000_v_02,mask_000_q_02_02,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
44,II-A,mask_000_v_02,mask_000_q_02_03,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
45,II-A,mask_000_v_02,mask_000_q_02_04,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
46,II-A,mask_000_v_02,mask_000_q_02_05,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
47,II-A,mask_000_v_02,mask_000_q_02_06,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
48,II-A,mask_000_v_02,mask_000_q_02_07,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
49,II-A,mask_000_v_02,mask_000_q_02_08,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
50,II-A,mask_000_v_02,mask_000_q_02_09,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
51,II-A,mask_000_v_02,mask_000_q_02_10,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
52,II-A,mask_000_v_02,mask_000_q_02_11,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
53,II-A,mask_000_v_02,mask_000_q_02_12,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
54,II-A,mask_000_v_02,mask_000_q_02_13,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
55,II-A,mask_000_v_02,mask_000_q_02_14,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
56,II-A,mask_000_v_02,mask_000_q_02_15,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
57,II-A,mask_000_v_02,mask_000_q_02_16,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
58,II-A,mask_000_v_02,mask_000_q_02_17,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
59,II-A,mask_000_v_02,mask_000_q_02_18,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
60,II-A,mask_000_v_02,mask_000_q_02_19,0,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
61,II-A,mask_000_v_03,mask_000_q_03_00,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
62,II-A,mask_000_v_03,mask_000_q_03_01,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
63,II-A,mask_000_v_03,mask_000_q_03_02,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
64,II-A,mask_000_v_03,mask_000_q_03_03,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
65,II-A,mask_000_v_03,mask_000_q_03_04,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
66,II-A,mask_000_v_03,mask_000_q_03_05,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
67,II-A,mask_000_v_03,mask_000_q_03_06,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
68,II-A,mask_000_v_03,mask_000_q_03_07,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
69,II-A,mask_000_v_03,mask_000_q_03_08,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
70,II-A,mask_000_v_03,mask_000_q_03_09,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
71,II-A,mask_000_v_03,mask_000_q_03_10,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
72,II-A,mask_000_v_03,mask_000_q_03_11,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
73,II-A,mask_000_v_03,mask_000_q_03_12,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
74,II-A,mask_000_v_03,mask_000_q_03_13,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
75,II-A,mask_000_v_03,mask_000_q_03_14,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
76,II-A,mask_000_v_03,mask_000_q_03_15,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
77,II-A,mask_000_v_03,mask_000_q_03_16,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
78,II-A,mask_000_v_03,mask_000_q_03_17,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
79,II-A,mask_000_v_03,mask_000_q_03_18,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
80,II-A,mask_000_v_03,mask_000_q_03_19,0,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
81,II-A,mask_000_v_04,mask_000_q_04_00,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
82,II-A,mask_000_v_04,mask_000_q_04_01,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
83,II-A,mask_000_v_04,mask_000_q_04_02,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
84,II-A,mask_000_v_04,mask_000_q_04_03,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
85,II-A,mask_000_v_04,mask_000_q_04_04,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
86,II-A,mask_000_v_04,mask_000_q_04_05,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
87,II-A,mask_000_v_04,mask_000_q_04_06,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
88,II-A,mask_000_v_04,mask_000_q_04_07,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
89,II-A,mask_000_v_04,mask_000_q_04_08,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
90,II-A,mask_000_v_04,mask_000_q_04_09,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
91,II-A,mask_000_v_04,mask_000_q_04_10,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
92,II-A,mask_000_v_04,mask_000_q_04_11,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
93,II-A,mask_000_v_04,mask_000_q_04_12,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
94,II-A,mask_000_v_04,mask_000_q_04_13,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
95,II-A,mask_000_v_04,mask_000_q_04_14,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
96,II-A,mask_000_v_04,mask_000_q_04_15,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
97,II-A,mask_000_v_04,mask_000_q_04_16,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
98,II-A,mask_000_v_04,mask_000_q_04_17,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
99,II-A,mask_000_v_04,mask_000_q_04_18,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
100,II-A,mask_000_v_04,mask_000_q_04_19,0,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
101,II-A,mask_025_v_00,mask_025_q_00_00,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
102,II-A,mask_025_v_00,mask_025_q_00_01,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
103,II-A,mask_025_v_00,mask_025_q_00_02,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
104,II-A,mask_025_v_00,mask_025_q_00_03,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
105,II-A,mask_025_v_00,mask_025_q_00_04,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
106,II-A,mask_025_v_00,mask_025_q_00_05,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
107,II-A,mask_025_v_00,mask_025_q_00_06,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
108,II-A,mask_025_v_00,mask_025_q_00_07,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
109,II-A,mask_025_v_00,mask_025_q_00_08,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
110,II-A,mask_025_v_00,mask_025_q_00_09,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
111,II-A,mask_025_v_00,mask_025_q_00_10,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
112,II-A,mask_025_v_00,mask_025_q_00_11,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
113,II-A,mask_025_v_00,mask_025_q_00_12,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
114,II-A,mask_025_v_00,mask_025_q_00_13,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
115,II-A,mask_025_v_00,mask_025_q_00_14,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
116,II-A,mask_025_v_00,mask_025_q_00_15,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
117,II-A,mask_025_v_00,mask_025_q_00_16,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
118,II-A,mask_025_v_00,mask_025_q_00_17,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
119,II-A,mask_025_v_00,mask_025_q_00_18,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
120,II-A,mask_025_v_00,mask_025_q_00_19,25,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
121,II-A,mask_025_v_01,mask_025_q_01_00,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
122,II-A,mask_025_v_01,mask_025_q_01_01,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
123,II-A,mask_025_v_01,mask_025_q_01_02,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
124,II-A,mask_025_v_01,mask_025_q_01_03,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
125,II-A,mask_025_v_01,mask_025_q_01_04,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
126,II-A,mask_025_v_01,mask_025_q_01_05,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
127,II-A,mask_025_v_01,mask_025_q_01_06,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
128,II-A,mask_025_v_01,mask_025_q_01_07,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
129,II-A,mask_025_v_01,mask_025_q_01_08,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
130,II-A,mask_025_v_01,mask_025_q_01_09,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
131,II-A,mask_025_v_01,mask_025_q_01_10,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
132,II-A,mask_025_v_01,mask_025_q_01_11,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
133,II-A,mask_025_v_01,mask_025_q_01_12,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
134,II-A,mask_025_v_01,mask_025_q_01_13,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
135,II-A,mask_025_v_01,mask_025_q_01_14,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
136,II-A,mask_025_v_01,mask_025_q_01_15,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
137,II-A,mask_025_v_01,mask_025_q_01_16,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
138,II-A,mask_025_v_01,mask_025_q_01_17,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
139,II-A,mask_025_v_01,mask_025_q_01_18,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
140,II-A,mask_025_v_01,mask_025_q_01_19,25,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
141,II-A,mask_025_v_02,mask_025_q_02_00,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
142,II-A,mask_025_v_02,mask_025_q_02_01,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
143,II-A,mask_025_v_02,mask_025_q_02_02,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
144,II-A,mask_025_v_02,mask_025_q_02_03,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
145,II-A,mask_025_v_02,mask_025_q_02_04,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
146,II-A,mask_025_v_02,mask_025_q_02_05,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
147,II-A,mask_025_v_02,mask_025_q_02_06,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
148,II-A,mask_025_v_02,mask_025_q_02_07,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,1
149,II-A,mask_025_v_02,mask_025_q_02_08,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
150,II-A,mask_025_v_02,mask_025_q_02_09,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
151,II-A,mask_025_v_02,mask_025_q_02_10,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
152,II-A,mask_025_v_02,mask_025_q_02_11,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
153,II-A,mask_025_v_02,mask_025_q_02_12,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
154,II-A,mask_025_v_02,mask_025_q_02_13,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
155,II-A,mask_025_v_02,mask_025_q_02_14,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
156,II-A,mask_025_v_02,mask_025_q_02_15,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
157,II-A,mask_025_v_02,mask_025_q_02_16,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
158,II-A,mask_025_v_02,mask_025_q_02_17,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
159,II-A,mask_025_v_02,mask_025_q_02_18,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
160,II-A,mask_025_v_02,mask_025_q_02_19,25,2,0.5,qwen2_vl_2b,Qwen2-VL-2B,0
161,II-A,mask_025_v_03,mask_025_q_03_00,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
162,II-A,mask_025_v_03,mask_025_q_03_01,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
163,II-A,mask_025_v_03,mask_025_q_03_02,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
164,II-A,mask_025_v_03,mask_025_q_03_03,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
165,II-A,mask_025_v_03,mask_025_q_03_04,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
166,II-A,mask_025_v_03,mask_025_q_03_05,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,1
167,II-A,mask_025_v_03,mask_025_q_03_06,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
168,II-A,mask_025_v_03,mask_025_q_03_07,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
169,II-A,mask_025_v_03,mask_025_q_03_08,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
170,II-A,mask_025_v_03,mask_025_q_03_09,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
171,II-A,mask_025_v_03,mask_025_q_03_10,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
172,II-A,mask_025_v_03,mask_025_q_03_11,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
173,II-A,mask_025_v_03,mask_025_q_03_12,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
174,II-A,mask_025_v_03,mask_025_q_03_13,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
175,II-A,mask_025_v_03,mask_025_q_03_14,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
176,II-A,mask_025_v_03,mask_025_q_03_15,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
177,II-A,mask_025_v_03,mask_025_q_03_16,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
178,II-A,mask_025_v_03,mask_025_q_03_17,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
179,II-A,mask_025_v_03,mask_025_q_03_18,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
180,II-A,mask_025_v_03,mask_025_q_03_19,25,3,0.7,qwen2_vl_2b,Qwen2-VL-2B,0
181,II-A,mask_025_v_04,mask_025_q_04_00,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
182,II-A,mask_025_v_04,mask_025_q_04_01,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
183,II-A,mask_025_v_04,mask_025_q_04_02,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
184,II-A,mask_025_v_04,mask_025_q_04_03,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
185,II-A,mask_025_v_04,mask_025_q_04_04,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,1
186,II-A,mask_025_v_04,mask_025_q_04_05,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
187,II-A,mask_025_v_04,mask_025_q_04_06,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
188,II-A,mask_025_v_04,mask_025_q_04_07,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
189,II-A,mask_025_v_04,mask_025_q_04_08,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
190,II-A,mask_025_v_04,mask_025_q_04_09,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
191,II-A,mask_025_v_04,mask_025_q_04_10,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
192,II-A,mask_025_v_04,mask_025_q_04_11,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
193,II-A,mask_025_v_04,mask_025_q_04_12,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
194,II-A,mask_025_v_04,mask_025_q_04_13,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
195,II-A,mask_025_v_04,mask_025_q_04_14,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
196,II-A,mask_025_v_04,mask_025_q_04_15,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
197,II-A,mask_025_v_04,mask_025_q_04_16,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
198,II-A,mask_025_v_04,mask_025_q_04_17,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
199,II-A,mask_025_v_04,mask_025_q_04_18,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
200,II-A,mask_025_v_04,mask_025_q_04_19,25,4,0.9,qwen2_vl_2b,Qwen2-VL-2B,0
201,II-A,mask_050_v_00,mask_050_q_00_00,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
202,II-A,mask_050_v_00,mask_050_q_00_01,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
203,II-A,mask_050_v_00,mask_050_q_00_02,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
204,II-A,mask_050_v_00,mask_050_q_00_03,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
205,II-A,mask_050_v_00,mask_050_q_00_04,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
206,II-A,mask_050_v_00,mask_050_q_00_05,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,1
207,II-A,mask_050_v_00,mask_050_q_00_06,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
208,II-A,mask_050_v_00,mask_050_q_00_07,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
209,II-A,mask_050_v_00,mask_050_q_00_08,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
210,II-A,mask_050_v_00,mask_050_q_00_09,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
211,II-A,mask_050_v_00,mask_050_q_00_10,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
212,II-A,mask_050_v_00,mask_050_q_00_11,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
213,II-A,mask_050_v_00,mask_050_q_00_12,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
214,II-A,mask_050_v_00,mask_050_q_00_13,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
215,II-A,mask_050_v_00,mask_050_q_00_14,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
216,II-A,mask_050_v_00,mask_050_q_00_15,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
217,II-A,mask_050_v_00,mask_050_q_00_16,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
218,II-A,mask_050_v_00,mask_050_q_00_17,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
219,II-A,mask_050_v_00,mask_050_q_00_18,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
220,II-A,mask_050_v_00,mask_050_q_00_19,50,0,0.1,qwen2_vl_2b,Qwen2-VL-2B,0
221,II-A,mask_050_v_01,mask_050_q_01_00,50,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
222,II-A,mask_050_v_01,mask_050_q_01_01,50,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
223,II-A,mask_050_v_01,mask_050_q_01_02,50,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
224,II-A,mask_050_v_01,mask_050_q_01_03,50,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,1
225,II-A,mask_050_v_01,mask_050_q_01_04,50,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
226,II-A,mask_050_v_01,mask_050_q_01_05,50,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
227,II-A,mask_050_v_01,mask_050_q_01_06,50,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
228,II-A,mask_050_v_01,mask_050_q_01_07,50,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
229,II-A,mask_050_v_01,mask_050_q_01_08,50,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
230,II-A,mask_050_v_01,mask_050_q_01_09,50,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
231,II-A,mask_050_v_01,mask_050_q_01_10,50,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
232,II-A,mask_050_v_01,mask_050_q_01_11,50,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
233,II-A,mask_050_v_01,mask_050_q_01_12,50,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
234,II-A,mask_050_v_01,mask_050_q_01_13,50,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
235,II-A,mask_050_v_01,mask_050_q_01_14,50,1,0.3,qwen2_vl_2b,Qwen2-VL-2B,0
