row_id,probe,video_id,question_id,model_key,model_name,is_correct,confidence
85,II-B,op_v_034,op_q_084,qwen2_vl_2b,Qwen2-VL-2B,1,0.9
86,II-B,op_v_035,op_q_085,qwen2_vl_2b,Qwen2-VL-2B,1,0.9
87,II-B,op_v_036,op_q_086,qwen2_vl_2b,Qwen2-VL-2B,1,0.9
88,II-B,op_v_037,op_q_087,qwen2_vl_2b,Qwen2-VL-2B,1,0.9
89,II-B,op_v_038,op_q_088,qwen2_vl_2b,Qwen2-VL-2B,1,0.9
90,II-B,op_v_039,op_q_089,qwen2_vl_2b,Qwen2-VL-2B,1,0.9
91,II-B,op_v_040,op_q_090,qwen2_vl_2b,Qwen2-VL-2B,1,0.9
92,II-B,op_v_041,op_q_091,qwen2_vl_2b,Qwen2-VL-2B,1,0.9
93,II-B,op_v_042,op_q_092,qwen2_vl_2b,Qwen2-VL-2B,1,0.9
94,II-B,op_v_043,op_q_093,qwen2_vl_2b,Qwen2-VL-2B,1,0.9
95,II-B,op_v_044,op_q_094,qwen2_vl_2b,Qwen2-VL-2B,1,0.9
96,II-B,op_v_045,op_q_095,qwen2_vl_2b,Qwen2-VL-2B,1,0.9
97,II-B,op_v_046,op_q_096,qwen2_vl_2b,Qwen2-VL-2B,1,0.9
98,II-B,op_v_047,op_q_097,qwen2_vl_2b,Qwen2-VL-2B,1,0.9
99,II-B,op_v_048,op_q_098,qwen2_vl_2b,Qwen2-VL-2B,1,0.9
100,II-B,op_v_049,op_q_099,qwen2_vl_2b,Qwen2-VL-2B,1,0.9
101,II-B,op_v_000,op_q_100,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
102,II-B,op_v_001,op_q_101,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
103,II-B,op_v_002,op_q_102,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
104,II-B,op_v_003,op_q_103,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
105,II-B,op_v_004,op_q_104,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
106,II-B,op_v_005,op_q_105,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
107,II-B,op_v_006,op_q_106,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
108,II-B,op_v_007,op_q_107,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
109,II-B,op_v_008,op_q_108,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
110,II-B,op_v_009,op_q_109,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
111,II-B,op_v_010,op_q_110,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
112,II-B,op_v_011,op_q_111,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
113,II-B,op_v_012,op_q_112,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
114,II-B,op_v_013,op_q_113,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
115,II-B,op_v_014,op_q_114,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
116,II-B,op_v_015,op_q_115,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
117,II-B,op_v_016,op_q_116,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
118,II-B,op_v_017,op_q_117,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
119,II-B,op_v_018,op_q_118,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
120,II-B,op_v_019,op_q_119,qwen2_vl_2b,Qwen2-VL-2B,0,0.9
121,II-B,op_v_020,op_q_120,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
122,II-B,op_v_021,op_q_121,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
123,II-B,op_v_022,op_q_122,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
124,II-B,op_v_023,op_q_123,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
125,II-B,op_v_024,op_q_124,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
126,II-B,op_v_025,op_q_125,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
127,II-B,op_v_026,op_q_126,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
128,II-B,op_v_027,op_q_127,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
129,II-B,op_v_028,op_q_128,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
130,II-B,op_v_029,op_q_129,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
131,II-B,op_v_030,op_q_130,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
132,II-B,op_v_031,op_q_131,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
133,II-B,op_v_032,op_q_132,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
134,II-B,op_v_033,op_q_133,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
135,II-B,op_v_034,op_q_134,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
136,II-B,op_v_035,op_q_135,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
137,II-B,op_v_036,op_q_136,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
138,II-B,op_v_037,op_q_137,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
139,II-B,op_v_038,op_q_138,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
140,II-B,op_v_039,op_q_139,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
141,II-B,op_v_040,op_q_140,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
142,II-B,op_v_041,op_q_141,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
143,II-B,op_v_042,op_q_142,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
144,II-B,op_v_043,op_q_143,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
145,II-B,op_v_044,op_q_144,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
146,II-B,op_v_045,op_q_145,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
147,II-B,op_v_046,op_q_146,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
148,II-B,op_v_047,op_q_147,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
149,II-B,op_v_048,op_q_148,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
150,II-B,op_v_049,op_q_149,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
151,II-B,op_v_000,op_q_150,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
152,II-B,op_v_001,op_q_151,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
153,II-B,op_v_002,op_q_152,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
154,II-B,op_v_003,op_q_153,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
155,II-B,op_v_004,op_q_154,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
156,II-B,op_v_005,op_q_155,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
157,II-B,op_v_006,op_q_156,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
158,II-B,op_v_007,op_q_157,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
159,II-B,op_v_008,op_q_158,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
160,II-B,op_v_009,op_q_159,qwen2_vl_2b,Qwen2-VL-2B,0,0.6
161,II-B,op_v_010,op_q_160,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
162,II-B,op_v_011,op_q_161,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
163,II-B,op_v_012,op_q_162,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
164,II-B,op_v_013,op_q_163,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
165,II-B,op_v_014,op_q_164,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
166,II-B,op_v_015,op_q_165,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
167,II-B,op_v_016,op_q_166,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
168,II-B,op_v_017,op_q_167,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
169,II-B,op_v_018,op_q_168,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
170,II-B,op_v_019,op_q_169,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
171,II-B,op_v_020,op_q_170,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
172,II-B,op_v_021,op_q_171,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
173,II-B,op_v_022,op_q_172,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
174,II-B,op_v_023,op_q_173,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
175,II-B,op_v_024,op_q_174,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
176,II-B,op_v_025,op_q_175,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
177,II-B,op_v_026,op_q_176,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
178,II-B,op_v_027,op_q_177,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
179,II-B,op_v_028,op_q_178,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
180,II-B,op_v_029,op_q_179,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
181,II-B,op_v_030,op_q_180,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
182,II-B,op_v_031,op_q_181,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
183,II-B,op_v_032,op_q_182,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
184,II-B,op_v_033,op_q_183,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
185,II-B,op_v_034,op_q_184,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
186,II-B,op_v_035,op_q_185,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
187,II-B,op_v_036,op_q_186,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
188,II-B,op_v_037,op_q_187,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
189,II-B,op_v_038,op_q_188,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
190,II-B,op_v_039,op_q_189,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
191,II-B,op_v_040,op_q_190,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
192,II-B,op_v_041,op_q_191,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
193,II-B,op_v_042,op_q_192,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
194,II-B,op_v_043,op_q_193,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
195,II-B,op_v_044,op_q_194,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
196,II-B,op_v_045,op_q_195,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
197,II-B,op_v_046,op_q_196,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
198,II-B,op_v_047,op_q_197,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
199,II-B,op_v_048,op_q_198,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
200,II-B,op_v_049,op_q_199,qwen2_vl_2b,Qwen2-VL-2B,0,0.4
201,II-B,op_v_000,op_q_000,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
202,II-B,op_v_001,op_q_001,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
203,II-B,op_v_002,op_q_002,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
204,II-B,op_v_003,op_q_003,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
205,II-B,op_v_004,op_q_004,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
206,II-B,op_v_005,op_q_005,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
207,II-B,op_v_006,op_q_006,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
208,II-B,op_v_007,op_q_007,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
209,II-B,op_v_008,op_q_008,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
210,II-B,op_v_009,op_q_009,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
211,II-B,op_v_010,op_q_010,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
212,II-B,op_v_011,op_q_011,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
213,II-B,op_v_012,op_q_012,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
214,II-B,op_v_013,op_q_013,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
215,II-B,op_v_014,op_q_014,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
216,II-B,op_v_015,op_q_015,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
217,II-B,op_v_016,op_q_016,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
218,II-B,op_v_017,op_q_017,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
219,II-B,op_v_018,op_q_018,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
220,II-B,op_v_019,op_q_019,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
221,II-B,op_v_020,op_q_020,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
222,II-B,op_v_021,op_q_021,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
223,II-B,op_v_022,op_q_022,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
224,II-B,op_v_023,op_q_023,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
225,II-B,op_v_024,op_q_024,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
226,II-B,op_v_025,op_q_025,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
227,II-B,op_v_026,op_q_026,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
228,II-B,op_v_027,op_q_027,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
229,II-B,op_v_028,op_q_028,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
230,II-B,op_v_029,op_q_029,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
231,II-B,op_v_030,op_q_030,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
232,II-B,op_v_031,op_q_031,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
233,II-B,op_v_032,op_q_032,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
234,II-B,op_v_033,op_q_033,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
235,II-B,op_v_034,op_q_034,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
236,II-B,op_v_035,op_q_035,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
237,II-B,op_v_036,op_q_036,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
238,II-B,op_v_037,op_q_037,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
239,II-B,op_v_038,op_q_038,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
240,II-B,op_v_039,op_q_039,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
241,II-B,op_v_040,op_q_040,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
242,II-B,op_v_041,op_q_041,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
243,II-B,op_v_042,op_q_042,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
244,II-B,op_v_043,op_q_043,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
245,II-B,op_v_044,op_q_044,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
246,II-B,op_v_045,op_q_045,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
247,II-B,op_v_046,op_q_046,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
248,II-B,op_v_047,op_q_047,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
249,II-B,op_v_048,op_q_048,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
250,II-B,op_v_049,op_q_049,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
251,II-B,op_v_000,op_q_050,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
252,II-B,op_v_001,op_q_051,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
253,II-B,op_v_002,op_q_052,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
254,II-B,op_v_003,op_q_053,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
255,II-B,op_v_004,op_q_054,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
256,II-B,op_v_005,op_q_055,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
257,II-B,op_v_006,op_q_056,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
258,II-B,op_v_007,op_q_057,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
259,II-B,op_v_008,op_q_058,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
260,II-B,op_v_009,op_q_059,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
261,II-B,op_v_010,op_q_060,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
262,II-B,op_v_011,op_q_061,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
263,II-B,op_v_012,op_q_062,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
264,II-B,op_v_013,op_q_063,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
265,II-B,op_v_014,op_q_064,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
266,II-B,op_v_015,op_q_065,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
267,II-B,op_v_016,op_q_066,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
268,II-B,op_v_017,op_q_067,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
269,II-B,op_v_018,op_q_068,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
270,II-B,op_v_019,op_q_069,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
271,II-B,op_v_020,op_q_070,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
272,II-B,op_v_021,op_q_071,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
273,II-B,op_v_022,op_q_072,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
274,II-B,op_v_023,op_q_073,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
275,II-B,op_v_024,op_q_074,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
276,II-B,op_v_025,op_q_075,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
277,II-B,op_v_026,op_q_076,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
278,II-B,op_v_027,op_q_077,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
279,II-B,op_v_028,op_q_078,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
280,II-B,op_v_029,op_q_079,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
281,II-B,op_v_030,op_q_080,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
282,II-B,op_v_031,op_q_081,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
283,II-B,op_v_032,op_q_082,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
284,II-B,op_v_033,op_q_083,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
285,II-B,op_v_034,op_q_084,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
286,II-B,op_v_035,op_q_085,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
287,II-B,op_v_036,op_q_086,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
288,II-B,op_v_037,op_q_087,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
289,II-B,op_v_038,op_q_088,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
290,II-B,op_v_039,op_q_089,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
291,II-B,op_v_040,op_q_090,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
292,II-B,op_v_041,op_q_091,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
293,II-B,op_v_042,op_q_092,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
294,II-B,op_v_043,op_q_093,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
295,II-B,op_v_044,op_q_094,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
296,II-B,op_v_045,op_q_095,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
